smiles,DHODH
CCc1oncc1\C(=N\c2ccc(cc2)N(C)C)\S,4.39
COc1ccc2nc(C(=O)Nc3ccc(cc3)c4ccccc4)c(C)c(O)c2c1,5.64
CCOc1cccc(c1)c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2,7.72
Cc1ccc2c(C(=O)O)c(O)c(nc2c1C)c3ccc(Br)cc3,4.25
FC(F)(F)c1ccc(cc1)C(=O)NCCC(=O)N[C@@H]2CCCc3ccccc23,6.04
CCC(C)c1ccc(cc1)c2nc3ccc(Br)cc3c(C(=O)O)c2C,8.01
CC\C(=C(/C#N)\C(=O)Nc1ccc(c(c1)C(=O)OC)c2ccccc2Cl)\O,7.28
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(cc3)c4ccc(OCc5ccccc5)cc4,5.91
OCCN(\N=C\c1ccccc1C(=O)O)c2nc(cs2)c3ccccc3Cl,6.37
OC(=O)C1=C(CCC1)C(=O)Nc2ccc(cc2F)c3ccc(OC(F)(F)F)cc3,5.24
O=C(CCNC(=O)c1ccc(cc1)C#N)N[C@@H]2CCCc3ccccc23,5.05
OC(=O)c1cc(Br)cc2[nH]c(nc12)c3ccc(cc3)c4ccccc4,6.24
COc1ccccc1NC(=O)c2cccc3nc([nH]c23)c4cc(Br)nn4c5ncccc5Cl,6.75
COC(=O)c1cc(nc2ccccc12)c3ccc(OC)c(OC)c3,5.49
CC(=O)Nc1cc(ccc1c2ccccc2)c3nc4c(cc(C)cc4[nH]3)C(=O)O,4.33
Cc1cnc(Nc2ccc(cc2F)c3cccc(OC(F)(F)F)c3)c(c1)C(=O)O,6.96
CCCc1nc2ccccc2n1c3ccc(s3)C(=O)NC4CC4,4.82
OC(=O)C1=C(CCC1)C(=O)Nc2c(F)cc(cc2F)c3ccccc3Cl,7.75
Cc1cc(F)c2c(c1)ncn2c3ccc(s3)C(=O)NC4CC4,5.14
CCOc1cccc(c1)c2cc(F)c(NC(=O)c3ccsc3C(=O)O)c(F)c2,8.52
COc1cccc(c1)c2ccc(NC(=O)C3=C(C(O)CC3)C(=O)O)c(F)c2,6.17
CC(=O)Nc1ccc(cc1)c2ccc(cc2)c3nc4c(cccc4[nH]3)C(=O)N,4.25
Cc1nn(C)c(C)c1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N,5.96
CCc1cnc(Nc2c(F)cc(cc2F)c3cccc(OC)c3)c(c1)C(=O)O,7.92
CCCCc1ccc(cc1)c2cc(C(=O)O)c3ccccc3n2,6.36
CCOc1cccc(c1)c2ccc(NC(=O)\C(=C(\C)/O)\C#N)cc2,6.89
OC(=O)c1cscc1C(=O)Nc2ccc(cc2)c3ccccc3,6
OC(=O)c1cccnc1Nc2ccc(Cl)cc2,6.4
CC(=O)c1sc(Nc2ccc3ccccc3c2)nc1C,6.25
C\C(=C(/C#N)\C(=O)Nc1ccc(cc1Cl)c2ccccc2Cl)\O,6.75
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(cc3)c4cnn(Cc5ccccc5)c4,6.81
COc1ccc(cc1NC(=O)c2cccc3nc([nH]c23)c4cc(Br)nn4c5ncccc5Cl)C(F)(F)F,5.31
OC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3)c4cccc(F)c4,5.42
OC(=O)c1cccc2[nH]c(nc12)c3c(F)c(F)c(c(F)c3F)c4cc(F)cc(F)c4,7.7
COc1cc(cc(OC)c1c2ccccc2)c3nc4c(cccc4[nH]3)C(=O)O,6.01
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(cc3)c4ccc(cc4)C(=O)NC5CCNCC5,5.18
C\C(=C(/C#N)\C(=O)Nc1ccc(cc1Cl)c2cccc(Cl)c2Cl)\O,6.48
OC(=O)c1cc(Cl)cc2CC(=Nc12)c3ccc(cc3)c4ccccc4,5.63
OC(=O)C1=C(CCC1)C(=O)Nc2ccc(cc2Cl)c3ccc(Br)cc3,5.54
CC\C(=C(/C#N)\C(=O)Nc1ccc(c(c1)C(=O)OC)c2ccc(F)cc2OC)\O,7.18
Fc1cc(Cl)c2ncn(c3ccc(s3)C(=O)NC4CC4)c2c1,5.25
Nc1nnc(s1)c2cccc3[nH]c(nc23)c4ccc(cc4)c5ccccc5,4.8
OC(=O)c1cccc2nc([nH]c12)c3c(F)c(F)c(c(F)c3F)c4cccc(OCc5ccccc5)c4,7.58
OC(=O)c1ccccc1\C=N\Nc2nc(cs2)c3ccccc3,6.86
CCc1cnc(nc1)n2nc(OC(C)C)c(Oc3c(F)cccc3F)c2C,9.1
CC(C)Oc1nn(c(C)c1Oc2c(F)cccc2F)c3ncc(cc3F)C4CC4,7.6
CCCC(C)N(\N=C\c1ccccc1C(=O)O)c2nc(cs2)c3ccccc3Cl,7.72
Cc1cc(O)n2nc(SCc3ccc(Cl)cc3)nc2n1,4.41
Cc1cc(C(=O)O)c2[nH]c(nc2c1)c3c(F)c(F)c(c(F)c3F)c4ccc(O)cc4,7.8
CC(=O)Nc1ccc(cc1)c2ccc(cc2)c3nc4c(cc(C)cc4[nH]3)C(=O)O,6.68
OC(=O)c1ccccc1Nc2ccc(Cl)cc2,6.38
COc1cccc(c1)c2cc(F)c(Nc3ncc(C)cc3C(=O)O)c(F)c2,7.92
Cc1cc(C(=O)O)c2c(c1)nc(c3ccc(cc3)c4ccc(O)cc4)n2CCO,5.67
Cc1cc(C(=O)N)c2nc([nH]c2c1)c3ccc(cc3)c4ccc(nc4)C(=O)N5CCCC5,4.43
Cc1ccc2c(C(=O)O)c(O)c(nc2c1C)c3ccc(Cl)cc3,4.14
OC(=O)c1cc(ccc1Nc2cnc(c3ccccc3)c(c2)C(F)(F)F)C4CC4,8.7
CCc1cc(O)n2nc(SCc3ccc(Cl)cc3)nc2n1,4.89
COc1cc(ccc1NC(=O)C2CC2)c3ccc(c(F)c3)c4nc5c(cc(F)cc5[nH]4)C(=O)N,4.64
CCOC(=O)c1sc(Nc2ccc(OC)cc2)nc1c3ccccc3,5.84
O=C(CCNC(=O)c1ccccc1)N[C@@H]2CCCc3ccccc23,4.91
COc1cccc(c1)c2ncc(Nc3ccc(C)cc3C(=O)O)cc2C(F)(F)F,7.92
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(cc3)c4ccc(NC(=O)C5CCCN5)cc4,6.16
COc1ccc(cc1)c2ccc(NC(=O)C3=C(CCC3)C(=O)O)c(F)c2,5.77
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3c(F)c(F)c(c(F)c3F)c4ccccc4F,8.46
OC(=O)C1=C(COC1)C(=O)Nc2ccc(OCc3c(F)cccc3Cl)c(Cl)c2,7.39
FC(F)(F)Oc1ccc(cc1)C(=O)NCCC(=O)N[C@@H]2CCCc3ccccc23,6.25
CN(\N=C\c1ccc(F)cc1C(=O)O)c2nc(cs2)c3ccccc3Cl,8.7
OC(=O)c1cc(ccc1Nc2cnc(nc2)c3ccccc3)C4CC4,6.98
OC(=O)C1=C(CCC1)C(=O)Nc2ccc(cc2F)c3cccc(OC(F)(F)F)c3,6.55
OC(=O)c1c(O)c(nc2ccc(Br)cc12)c3ccc(Cl)cc3,6.68
OC(=O)c1cc(nc2ccc(Cl)cc12)c3ccc(OC(F)(F)F)cc3,6.51
Cc1ccc(Nc2cnc(c(F)c2)c3ccccc3)c(c1)C(=O)O,7.75
OC(=O)c1cc(ccc1Nc2ccc(nc2)c3ccccc3Cl)C4CC4,8.4
CCOc1ccc2nc(C(=O)Nc3c(F)cc(cc3F)c4cccc(F)c4)c(C)c(C(=O)O)c2c1,5.55
CCCC(C)N(\N=C\c1ccccc1C(=O)O)c2nc(c(C)s2)c3ccccc3Cl,7.82
CC(C)N(\N=C\c1ccccc1C(=O)O)c2nc(cs2)c3ccccc3Cl,7.03
CCc1oncc1\C(=N\c2ccc(OC(F)(F)F)cc2)\S,6.16
Cc1n[nH]c(Nc2ccc(cc2)C#N)c1C#N,5.5
OC(=O)c1cc(cnc1Nc2c(F)cc(cc2F)c3cccc(OC(F)(F)F)c3)C4CC4,8.4
CCOC(=O)c1sc(Nc2ccc3ccccc3c2)nc1C,6.05
COc1ccccc1c2cc(F)c(NC(=O)C3=C(CCC3)C(=O)O)c(F)c2,7.38
Cc1cc(C(=O)O)c2[nH]c(nc2c1)c3ccc(cc3)c4ccc(O)c(O)c4,6.19
Cc1cc(Br)cc2c(C(=O)O)c(O)c(nc12)c3ccc(Cl)cc3,4.39
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(cc3)c4ccccc4,6.52
Fc1cccc2c1ncn2c3ccc(s3)C(=O)NC4CC4,4.83
OC(=O)c1cc(cnc1Nc2c(F)cc(cc2F)c3ccccc3Cl)C4CC4,8.3
OC(=O)C1=C(CCC1)C(=O)Nc2ccc(cc2F)c3cccc(O)c3,6.21
CC\C(=C(/C#N)\C(=O)Nc1ccc(c2ccc3OCOc3c2)c(c1)C(=O)OC)\O,7.12
COc1cccc(c1)c2ncc(Nc3ccc(cc3C(=O)O)C(F)(F)F)cc2C,6.86
OC(=O)c1c(O)c(nc2ccc(F)cc12)c3ccc(cc3)c4ccccc4,8.3
Cc1cc(C(=O)N)c2nc([nH]c2c1)c3c(F)c(F)c(c(F)c3F)c4ccccc4,6.35
S=C(Nc1ccc(cc1)C#N)c2cnoc2C3CC3,5.03
CCOC(=O)c1sc(Nc2ccc3CCCc3c2)nc1c4ccccc4,7.58
COc1ncc(Nc2ccc(cc2C(=O)O)C3CC3)cc1c4ccccc4,7.31
OC(=O)c1ccccc1NC(=O)c2ccc3ccccc3c2,4.86
CN(C)c1ccc(cc1)c2ccc(NC(=O)C3=C(CCC3)C(=O)O)cc2Cl,7.3
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3c(F)c(F)c(c(F)c3F)c4ccccc4,8.17
CN(C)C(=O)c1cccc(c1)c2ncc(Nc3ccc(C)cc3C(=O)O)cc2C,7.48
OC(=O)c1cccc2[nH]c(nc12)c3c(F)c(F)c(c(F)c3F)c4ccccc4,7.42
Cc1cc(C(=O)O)c2[nH]c(nc2c1)c3ccc(cc3)c4ccccc4F,6.43
CCCOC(=O)C1=C(Nc2ccc(C)c(C)c2)SCC1=O,4.93
CCOc1cccc(c1)c2cc(F)c(NC(=O)C3=C(CCC3)C(=O)O)c(F)c2,7.77
OC(=O)c1c(O)c(nc2ccccc12)c3ccc(cc3)c4ccc(O)cc4,8.22
Cc1oncc1\C(=N\c2ccc(OC(F)(F)F)cc2)\S,5.14
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(cc3)c4ccc(OCCCN5CCOCC5)cc4,5.52
Cc1ccc(Nc2ccc(nc2)c3ccncc3Cl)c(c1)C(=O)O,6.96
Cc1ccc(Nc2cnc(c(C)c2)c3cccc(c3)C(=O)N)c(c1)C(=O)O,6.72
OC(=O)c1c(O)c(nc2c(cccc12)c3ccccc3)c4ccc(Cl)cc4,4.58
OC(=O)c1cc(F)cc2[nH]c(nc12)c3ccc(cc3)c4cccnc4,6.36
OC(=O)c1cc(ccc1Nc2cnc(c3ccccc3)c(c2)c4ccccc4)C5CC5,8
CN(Cc1cccnc1)c2ccc(NC(=O)C3CC3)c(c2)C(=O)O,7
Clc1ccc(cc1)C(=O)NCCC(=O)N[C@@H]2CCCc3ccccc23,5.89
Cc1cc(C)cc(CSc2nc3nc(C)cc(O)n3n2)c1,4.52
OC(=O)c1cc(cnc1Nc2c(F)cc(cc2F)c3cccc(OC4CC4)c3)C5CC5,8.22
Cc1cc(O)n2nc(SCc3cc(Cl)ccc3Cl)nc2n1,7.29
Cc1cc(Nc2cc(F)c(c(F)c2)C(F)(F)F)n3nc(nc3n1)C(F)(F)F,5.68
Clc1ccc(C(=O)Nc2nc3ccccc3s2)c(Cl)c1,5.74
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(cc3)c4cccc(F)c4F,6.05
OC(=O)c1cc(nc2ccccc12)c3ccc4OCOc4c3,5.29
Cc1ccc(Nc2cnc(nc2)c3ccccc3Cl)c(c1)C(=O)O,7.24
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(Oc4ccccn4)cc3,5.36
Cc1cc(C(=O)O)c2[nH]c(nc2c1)c3ccc(cc3F)c4ccc(F)cc4F,6
CC(C)c1ccc(cc1)c2nc3ccccc3c(C(=O)O)c2C,5.8
Cc1cc(O)n2nc(SCc3ccc(Br)cc3)nc2n1,4.5
COc1cccc(c1)c2cc(F)c(Nc3ncccc3C(=O)O)cc2C,7
Cc1ccccc1NC(=O)c2cccc3nc([nH]c23)c4cc(Br)nn4c5ncccc5Cl,6.17
CN(\N=C\c1ccc(C)cc1C(=O)O)c2nc(cs2)c3ccccc3Cl,8.1
OC(=O)c1cscc1C(=O)Nc2c(F)cc(cc2F)c3ccccc3OC(F)(F)F,8
Cc1ccc(Nc2ccc(nc2)c3c(F)ccc(F)c3F)c(c1)C(=O)O,7.11
Cc1cc(C(=O)O)c2[nH]c(nc2c1)c3c(F)c(F)c(c(F)c3F)c4ccccc4OCc5ccccc5,7.22
CC(C)(C)c1ccc(Oc2ccc(cc2)c3cc(C(=O)O)c4cc(F)ccc4n3)cc1,7.72
OC(=O)c1cccn2cc(nc12)c3ccc(cc3)c4ccccc4,5.42
OC(=O)c1cccn2nc(nc12)c3ccc(cc3)c4ccccc4,5.92
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3c(F)c(F)c(c(F)c3F)c4cc(F)cc(F)c4,7.68
Cc1cc(cc(C)c1Oc2ccccc2)c3cc(C(=O)O)c4cc(F)ccc4n3,7.8
COc1cccc(c1)C(=O)Nc2nc3ccccc3s2,5.17
OC(=O)c1c(O)c(nc2ccc(F)cc12)c3ccc(cc3)c4ccc(O)cc4,8.15
Cc1sc(N\N=C\c2ccccc2C(=O)O)nc1c3ccccc3Cl,7.18
ClC(Cl)(Cl)c1cccc(c1)C(=O)Nc2nc3ccccc3s2,6.47
CCOC(=O)c1sc(Nc2ccc(cc2)C(F)(F)F)nc1c3ccccc3,6.39
Cc1cc(ccc1NC(=O)C2=C(CCC2)C(=O)O)c3cccc(OC(F)(F)F)c3,6.82
OC(=O)C1=C(CSC1)C(=O)Nc2cc(Br)c(OCc3c(F)cccc3Cl)c(Br)c2,6.98
Cc1cc(C(=O)O)c2[nH]c(nc2c1)c3ccc(cc3)n4c(C)ccc4C,6.4
Cc1ccc(Nc2ccc(nc2)c3ccccc3F)c(c1)C(=O)O,7.04
CC\C(=C(/C#N)\C(=O)Nc1ccc(c2cccc(OC3CCC3)c2)c(c1)C(=O)OC)\O,7.51
CC\C(=C(/C#N)\C(=O)Nc1ccc(c2ccc(F)c(F)c2)c(c1)C(=O)OC)\O,7.01
OC(=O)c1cccc2[nH]c(nc12)c3cccc(Oc4ccccc4)c3,5.14
OC(=O)c1cccnc1Nc2c(F)cc(cc2F)c3cccc(OC4CC4)c3,7.77
CC(C)Oc1ccc(F)c(c1)c2ccc(Nc3ccc(C)cc3C(=O)O)cn2,7.55
OC(=O)c1c(O)c(nc2ccc(cc12)C(F)(F)F)c3ccc(Cl)cc3,6.57
CCOC(=O)c1sc(Nc2ccc3ccccc3c2)nc1c4ccccc4,7.54
COc1ccc(F)c(c1)c2cc(C)c(Nc3ccc(C)cc3C(=O)O)cn2,7.01
Cc1c(nc2ccc(cc2c1C(=O)O)C(F)(F)F)C(=O)Nc3c(F)cc(cc3F)c4cccc(F)c4,5.46
CC(=O)Nc1cccc(c1)c2ccc(cc2)c3nc4c(cccc4[nH]3)C(=O)N,4.38
CC(C)Oc1cccc(c1)c2ncc(Nc3ccc(C)cc3C(=O)O)cc2C,7.96
Cc1cc(O)n2nc(SCc3ccccc3)nc2n1,4.05
Cc1cc(C(=O)O)c2c(c1)nc(c3c(F)c(F)c(c(F)c3F)c4ccc(O)cc4)n2CCO,7.11
OC(=O)C1=C(CCC1)C(=O)Nc2ccc(cc2C(F)(F)F)c3cccc4ccccc34,6.75
OC(=O)c1cccc2[nH]c(nc12)c3ccc(Oc4ccccc4)cc3,5.54
Cc1ccc(NC2=C(C(=O)NC3CC3)C(=O)CS2)cc1C,5.39
Cc1cc(C(=O)O)c2[nH]c(nc2c1)c3ccc(cc3F)c4ccccc4,6.39
CCc1oncc1\C(=N\c2ccc(cc2)C(F)(F)F)\S,5.52
CC(=O)Nc1ccc(cn1)c2ccc(cc2)c3nc4c(cccc4[nH]3)C(=O)N,4.4
C\C(=C(/C#N)\C(=O)Nc1ccc(cc1Cl)c2c(Cl)cccc2Cl)\O,4.78
CCOc1nn(c(C)c1Oc2ccccc2Br)c3ncc(CC)cn3,6.9
O\C(=C(\C#N)/C(=O)Nc1ccc(cc1)C(F)(F)F)\C2CC2,6.93
OC(=O)c1ccc(\C=N\c2cccc3ccccc23)cc1,4.81
CC(=O)c1sc(Nc2ccc(cc2)C(C)(C)C)nc1C,5.44
FC1(F)Oc2ccc(cc2O1)C(=O)NCCC(=O)N[C@@H]3CCCc4ccccc34,5.57
CCOC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1C3CC3,6.19
CCOc1ccccc1c2cc(F)c(NC(=O)c3cscc3C(=O)O)c(F)c2,8
Cc1ccc(NC2=C(C(=O)NCC3CC3)C(=O)CS2)cc1C,5.74
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3c(F)c(F)c(c(F)c3F)c4ccc(F)c(F)c4,6.5
CC(=O)Nc1ccccc1c2ccc(cc2)c3nc4c(cc(C)cc4[nH]3)C(=O)O,4.5
COC(=O)c1ccc(Nc2nc(c(C)s2)c3ccc(Cl)cc3)cc1,5.9
OC(=O)c1cc(ccc1Nc2cnc(nc2)c3ccccc3F)C4CC4,8
OC(=O)c1c(O)c(nc2ccccc12)c3ccc(Oc4ccccc4)cc3,8.15
Cc1cc(C(=O)O)c2nc([nH]c2c1)c3ccc(cc3)c4cccc(OCc5ccccc5)c4,5.92
